url,category
https://news.gatech.edu/news/2018/05/09/iran-nuclear-deal-withdrawal-terribly-misguided-says-sam-nunn-school-international,society_and_culture

https://news.gatech.edu/news/2018/05/04/bras-talks-future-higher-education,society_and_culture

https://news.gatech.edu/news/2018/04/27/ivan-allen-science-fiction-scholar-lisa-yaszek-featured-amc-series,society_and_culture

https://news.gatech.edu/news/2018/04/25/georgia-tech-envisions-deliberate-innovation-lifetime-education-new-report,society_and_culture

https://news.gatech.edu/news/2018/04/25/peter-swire-named-andrew-carnegie-fellow,science_and_technology

https://news.gatech.edu/news/2018/04/05/rosa-parks-statue-unveiled-georgia-tech,society_and_culture

https://news.gatech.edu/news/2018/03/26/georgia-tech-honeywell-hometown-solutions-help-teachers-strengthen-stem-lessons,society_and_culture

https://news.gatech.edu/news/2018/03/22/helping-teachers-strengthen-stem-lessons,society_and_culture

https://news.gatech.edu/news/2018/03/14/ultraview-wins-2018-inventure-prize,business_and_economic_development

https://news.gatech.edu/news/2018/03/14/georgia-tech-expert-afrofuturism-reflects-black-panther-phenomenon,society_and_culture

https://news.gatech.edu/news/2018/03/13/black-history-month-lecture-keynote-speaker-angela-rye-discusses-impact-metoo-and,society_and_culture

https://news.gatech.edu/news/2018/03/06/easy-1-2-3-really,science_and_technology

https://news.gatech.edu/news/2018/03/06/brewing-better-cup-coffee,business_and_economic_development

https://news.gatech.edu/news/2018/03/06/safer-way-handle-surgical-scalpel-blades,business_and_economic_development

https://news.gatech.edu/news/2018/03/06/invention-disrupts-music-effects-market,business_and_economic_development

https://news.gatech.edu/news/2018/03/06/setting-sights-competitive-archery,business_and_economic_development

https://news.gatech.edu/news/2018/03/06/bringing-memes-masses,business_and_economic_development

https://news.gatech.edu/news/2018/02/07/mlk-lecture-keynote-speaker-joy-ann-reid-shares-insights-past-present-and-future,society_and_culture

https://news.gatech.edu/news/2018/01/29/disclosing-weaknesses-can-undermine-some-workplace-relationships,business_and_economic_development

https://news.gatech.edu/news/2017/12/04/aaas-honors-cola-fox-and-weitz-fellows,earth_and_environment

https://news.gatech.edu/news/2017/10/24/bowling-lane-refresh-tech-rec,society_and_culture

https://news.gatech.edu/news/2017/10/20/georgia-techs-racing-roots-part-2-need-speed,society_and_culture

https://news.gatech.edu/news/2017/09/28/ninth-annual-diversity-symposium-focuses-building-inclusive-communities-explores,society_and_culture

https://news.gatech.edu/news/2017/09/11/nsf-supports-new-mentoring-initiative-underrepresented-minority-faculty,society_and_culture

https://news.gatech.edu/news/2017/08/23/heres-why-you-wont-win-powerball,society_and_culture

https://news.gatech.edu/news/2017/06/13/robot-uses-deep-learning-and-big-data-write-and-play-its-own-music,science_and_technology

https://news.gatech.edu/news/2017/06/05/georgia-techs-racing-roots,society_and_culture

https://news.gatech.edu/news/2017/06/01/social-media-study-identifies-mental-health-culture-top-ranked-campuses,health_and_medicine

https://news.gatech.edu/news/2017/05/09/new-georgia-tech-research-may-help-combat-abusive-online-comments,science_and_technology

https://news.gatech.edu/news/2017/05/01/bipartisan-approach-cyber,business_and_economic_development

https://news.gatech.edu/news/2017/04/19/interactive-visualization-illustrates-uncertainty-nfl-draft,society_and_culture

https://news.gatech.edu/news/2017/04/19/women-distinction-honored-leadership-conference,society_and_culture

https://news.gatech.edu/news/2017/04/19/nationwide-wave-change-coming-role-college-and-university-presidents,society_and_culture

https://news.gatech.edu/news/2017/04/13/when-it-comes-size-sound-matters-ads,society_and_culture

https://news.gatech.edu/news/2017/04/07/autism-and-social-policy,health_and_medicine

https://news.gatech.edu/news/2017/04/06/excerpt-multiple-autisms,health_and_medicine

https://news.gatech.edu/news/2017/03/14/easier-way-apply-internships,business_and_economic_development

https://news.gatech.edu/news/2017/02/27/creating-next-musical-instruments,society_and_culture

https://news.gatech.edu/news/2017/02/21/black-history-month-lecturer-janet-mock-explores-rewards-challenges-and,society_and_culture

https://news.gatech.edu/news/2017/02/21/likelihood-dieting-success-lies-within-your-tweets,health_and_medicine

https://news.gatech.edu/news/2017/02/17/roadmap-social-courage-jimmy-and-rosalynn-carter,society_and_culture

https://news.gatech.edu/news/2017/01/30/100-students-faculty-and-staff-tour-civil-rights-sites-nations-capital-during-mlk,society_and_culture

https://news.gatech.edu/news/2017/01/26/finding-credibility-clues-twitter,society_and_culture

https://news.gatech.edu/news/2017/01/24/mlk-lecture-keynote-speaker-discusses-agenda-next-civil-rights-movement,society_and_culture

https://news.gatech.edu/news/2017/01/24/new-techniques-allow-greater-control-smartwatches,science_and_technology

https://news.gatech.edu/news/2017/01/20/jimmy-and-rosalynn-carter-receive-ivan-allen-jr-prize-social-courage,society_and_culture

https://news.gatech.edu/news/2017/01/13/georgia-tech-lands-seven-yellow-jackets-2017-forbes-30-under-30,society_and_culture

https://news.gatech.edu/news/2016/12/14/musical-table-teaches-basics-computer-programming,science_and_technology

https://news.gatech.edu/news/2016/12/07/social-media-could-take-only-fraction-users-time-new-georgia-tech-method,society_and_culture

https://news.gatech.edu/news/2016/12/05/white-house-highlights-georgia-tech-created-computer-science-teaching-tool,science_and_technology

https://news.gatech.edu/news/2016/11/22/actually-men-and-women-dont-communicate-differently-least-writing,society_and_culture

https://news.gatech.edu/news/2016/11/17/economists-research-reveals-poverty-should-be-measured-more-income-0,society_and_culture

https://news.gatech.edu/news/2016/11/17/economists-research-reveals-poverty-should-be-measured-more-income,society_and_culture

https://news.gatech.edu/news/2016/11/15/lgbtqia-resource-center-hosted-trans-day-remembrance,society_and_culture

https://news.gatech.edu/news/2016/10/13/celebrating-hispanic-heritage-month-panelists-discuss-past-present-and-future-us,society_and_culture

https://news.gatech.edu/news/2016/10/03/startup-launch-deadline-announcement,business_and_economic_development

https://news.gatech.edu/news/2016/09/29/dhongde-presents-research-multidimensional-deprivation-2016-poverty-summit,society_and_culture

